"brokertitle","type","price","beds","bath","propertysqft","address","state","administrative_area_level_2","latitude","longitude","postcode"
Jeskell Realty Llc,Co-op for sale,133000.0,1,1,630.0,"3231 Barker Ave Unit Ld","Bronx, NY ",New York,40.8720291,-73.8695302,"10467"
Ny Superior Realty,Multi-family home for sale,1548000.0,9,4,4539.0,"104-14 37th Ave","Corona, NY ",United States,40.7534193,-73.8628811,"11368"
R New York,Contingent,468000.0,3,1,2184.207862,"170 W End Ave Apt 3F","New York, NY ",New York,40.7767637,-73.9843469,"10023"
BESMATCH REAL ESTATE,Multi-family home for sale,850000.0,5,3,3024.0,"931 Tilden St","Bronx, NY ",United States,40.8770223,-73.8585612,"10469"
COMPASS,Condo for sale,4995000.0,3,2,2803.0,"65 W 13th St Apt 10A","Manhattan, NY ",New York,40.736841,-73.99679,"10011"
RE/MAX Team,Co-op for sale,398800.0,1,1,2184.207862,"3540 82nd St Apt 4D","Jackson Heights, NY ",New York,40.7505816,-73.8847602,"11372"
EXIT REALTY PRIME,Co-op for sale,142500.0,3,1,2184.207862,"155-01 90 Ave Unit 6E","Jamaica, NY ",New York,40.7048447,-73.8022389,"11432"
Century 21 Realty First,House for sale,2570000.0,5,2,2000.0,"9223 Ridge Blvd","Brooklyn, NY ",United States,40.6193875,-74.0353364,"11209"
"Robert E. Hill, Inc.",Co-op for sale,225000.0,1,1,900.0,"601 Pelham Pkwy N Apt 408","Bronx, NY ",New York,40.8574263,-73.8708848,"10467"
Winzone Realty Inc,Co-op for sale,345000.0,1,1,900.0,"143-43 41 Ave Unit 4G","Flushing, NY ",New York,40.7606023,-73.8222658,"11355"
RE MAX Edge,House for sale,875000.0,5,2,1974.0,"1646 E 54th St","Brooklyn, NY ",United States,40.6174718,-73.9231114,"11234"
Berkshire Hathaway,Pending,1188000.0,7,2,2184.207862,"86-17 105th St","Richmond Hill, NY ",United States,40.696809,-73.842496,"11418"
Douglas Elliman - 575 Madison Ave,Co-op for sale,495000.0,1,1,2184.207862,"27 E 65th St Apt 2E","New York, NY ",New York,40.767256,-73.9682231,"10065"
Corcoran Chelsea/Flatiron,Co-op for sale,649000.0,1,1,687.0,"400 E 56th St Apt 25K","New York, NY ",New York,40.7571111,-73.9630783,"10022"
Douglas Elliman - 936 Broadway,Condo for sale,659000.0,2,1,714.0,"39 Argyle Rd Apt 4B","Brooklyn, NY ",New York,40.6486309,-73.9674377,"11218"
"Judy Z Etman, Realtor",Co-op for sale,429000.0,2,1,850.0,"160 72nd St Apt 758","Brooklyn, NY ",New York,40.6343667,-74.0311335,"11209"
Charles H. Greenthal Property,Pending,959000.0,2,2,1719.0,"27110 Grand Central Pkwy Apt 30O","Floral Park, NY ",New York,40.7564761,-73.7212008,"11005"
Keller Williams Hudson Valley United,Multi-family home for sale,1299999.0,12,6,4125.0,"213 Suydam St","Brooklyn, NY ",United States,40.7009355,-73.9250748,"11237"
Keller Williams Rty Gold Coast,Condo for sale,735000.0,1,1,2184.207862,"42-37 27th St Unit 5B","Long Island City, NY ",New York,40.7491662,-73.9406038,"11101"
PEERLESS PROPERTIES CORP.,Pending,559900.0,2,1,1217.0,"158-11 96th St","Howard Beach, NY ",United States,40.6609023,-73.8371049,"11414"
COMPASS,Co-op for sale,350000.0,1,1,2184.207862,"340 Haven Ave Apt 6A","Manhattan, NY ",New York,40.8510315,-73.9416561,"10033"
B Square Realty,Condo for sale,780000.0,3,3,1236.0,"32-05 Linden Pl Unit A3","Flushing, NY ",United States,40.767546,-73.8314686,"11354"
Goldstone N Y Realty Llc,Co-op for sale,173000.0,3,1,500.0,"76-26 113 St Unit 1B","Forest Hills, NY ",New York,40.7172419,-73.8336819,"11375"
Weichert Realtors Evolution Group,House for sale,995000.0,4,2,2200.0,"43 Sunnyside Ter","Staten Island, NY ",United States,40.6146934,-74.0996097,"10301"
Akcess24homes Inc,Multi-family home for sale,775000.0,4,2,2184.207862,"147-37 230th St","Springfield Gardens, NY ",United States,40.656902,-73.7523889,"11413"
The Bouklis Group - The Bouklis Group,Condo for sale,1649000.0,1,1,800.0,"635 W 42nd St Apt 30A","New York, NY ",New York,40.7617008,-73.9996228,"10036"
E Realty International Corp,Multi-family home for sale,1290000.0,5,3,2184.207862,"44-12 65th St","Woodside, NY ",United States,40.7404458,-73.9008992,"11377"
Howard Hanna | Rand Realty,House for sale,575000.0,3,1,1390.0,"920 Harding Park","Bronx, NY ",United States,40.8069155,-73.8562067,"10473"
Cross Country Realty,House for sale,1499000.0,7,6,2184.207862,"120-47 Sunrise Ct","College Point, NY ",United States,40.7952284,-73.8483228,"11356"
"Fillmore Real Estate Fusion Team, INC.",Co-op for sale,800000.0,2,1,1200.0,"100 Avenue P Apt 1H","Brooklyn, NY ",New York,40.6072346,-73.9847935,"11204"
Keller Williams NYC,Co-op for sale,750000.0,1,1,2184.207862,"120 E 36th St Ph B","New York, NY ",United States,40.7477728,-73.9794793,"10016"
Douglas Elliman - 575 Madison Ave,Condo for sale,1750000.0,2,2,1320.0,"199 Conover St Unit 2B","Brooklyn, NY ",New York,40.6774843,-74.0147997,"11231"
COMPASS,Condo for sale,2750000.0,2,2,1488.0,"30 Orchard St Ph B","Manhattan, NY ",New York,40.7155919,-73.9912903,"10002"
COMPASS,Condo for sale,698000.0,1,1,2184.207862,"70 W 139th St Apt 8I","Manhattan, NY ",New York,40.8162042,-73.9383242,"10037"
Douglas Elliman - 575 Madison Ave,Co-op for sale,425000.0,1,1,2184.207862,"333 E 66th St Apt 9R","New York, NY ",New York,40.7643711,-73.9593578,"10065"
BHHS New York Properties,Condo for sale,26000000,5,6,4859.0,"24 Leonard St Apt 2","New York, NY ",New York,40.718295,-74.007645,"10013"
NoBroker,Condo for sale,3999999.0,2,2,1997.0,"527 W 27th St Unit 5S","New York, NY ",New York,40.7509451,-74.0035855,"10001"
Bond New York- Columbus Circle,Condo for sale,2295000.0,3,3,1615.0,"166 E 63rd St Apt 10C","New York, NY ",New York,40.7641145,-73.9651826,"10065"
RE MAX Elite,Multi-family home for sale,689900.0,3,4,2448.0,"179 Ada Dr","Staten Island, NY ",United States,40.6210192,-74.1602713,"10314"
Native Real Estate - Native Real Estate,House for sale,3850000.0,4,4,4374.0,"105 Franklin St","Brooklyn, NY ",United States,40.7295332,-73.957726,"11222"
Exp Realty,Co-op for sale,243000.0,2,1,965.0,"8 Fordham Hill Oval Apt 12C","Bronx, NY ",New York,40.8643305,-73.9075188,"10468"
LoHo Realty Inc,Co-op for sale,1995000.0,4,2,2184.207862,"453 Fdr Dr Unit C803-804","New York City, NY ",New York,40.7129113,-73.9781415,"10002"
KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,250000.0,3,1,2184.207862,"5128 30th Ave Apt 5H","Woodside, NY ",New York,40.7593913,-73.9054195,"11377"
Home Source Realty Inc,House for sale,845000.0,4,2,2184.207862,"202-08 100th Ave","Hollis, NY ",United States,40.7108416,-73.7572751,"11423"
Housebiz Realty Inc.,Multi-family home for sale,915000.0,8,3,1896.0,"2120 Newbold Ave","Bronx, NY ",United States,40.8329348,-73.8535075,"10462"
All American Realty Management,Condo for sale,599888.0,1,1,826.0,"2962847 33 48th St Unit 4G","Queens, NY ",United States,40.7436341,-73.916415,"11104"
Bold Realty Corp,Townhouse for sale,999000.0,4,2,2184.207862,"30 Cedar St","Brooklyn, NY ",United States,40.6964448,-73.9283241,"11221"
E Realty International Corp,Condo for sale,688000.0,3,2,982.0,"844 50th St Apt 5A","Brooklyn, NY ",New York,40.6403284,-74.0028134,"11220"
COMPASS,House for sale,950000.0,3,2,1308.0,"133 W 195th St","Bronx, NY ",United States,40.8704967,-73.9011805,"10468"
Brown Harris Stevens - 445 Park Avenue,Condo for sale,4995000.0,4,4,2184.207862,"30 E 76th St Unit Ph","Manhattan, NY ",United States,40.774136,-73.96342,"10021"
Douglas Elliman - 575 Madison Ave,Co-op for sale,875000.0,2,2,2184.207862,"114 E 90th St Unit 1D","New York, NY ",New York,40.7821142,-73.9544199,"10128"
Brown Harris Stevens,Co-op for sale,975000.0,2,2,2184.207862,"255 W End Ave Apt 7B","Manhattan, NY ",New York,40.7795544,-73.9848893,"10023"
Douglas Elliman  -111 Fifth Ave,Multi-family home for sale,5975000.0,12,4,2184.207862,"24 Fiske Pl","Brooklyn, NY ",United States,40.6719889,-73.9755419,"11215"
Douglas Elliman  -111 Fifth Ave,Co-op for sale,475000.0,3,1,2184.207862,"626 W 136th St Apt 4","New York, NY ",New York,40.8211783,-73.956073,"10031"
"Nest Seekers International, Midtown",Co-op for sale,975000.0,1,1,2184.207862,"677 W End Ave Apt 13C","New York, NY ",New York,40.7933309,-73.9749909,"10025"
Ny Superior Realty,House for sale,1548000.0,9,4,2184.207862,"104-14 37th Ave","Corona, NY ",United States,40.7534193,-73.8628811,"11368"
Big Team Realty,Co-op for sale,175000.0,1,1,627.0,"164-20 Highland Ave Unit 9D","Jamaica, NY ",New York,40.7101573,-73.7988498,"11432"
Douglas Elliman - 1995 Broadway,Condo for sale,3000000.0,1,2,1600.0,"90 Furman St Unit N810","Brooklyn, NY ",New York,40.7015519,-73.995867,"11201"
Jamie & Connie Real Estate Grp,Co-op for sale,210000.0,1,1,2184.207862,"66-04 Grand Central Pkwy Unit 1C","Forest Hills, NY ",New York,40.7315312,-73.8437204,"11375"
COMPASS,Co-op for sale,2350000.0,2,2,2184.207862,"2 5th Ave Apt 4C","Manhattan, NY ",New York,40.7324629,-73.9972883,"10011"
Douglas Elliman - 690 Washington,Co-op for sale,6995000.0,4,4,2184.207862,"1010 Fifth Ave Unit 11BW","New York, NY ",New York,40.7789146,-73.9619806,"10028"
VYLLA HOME,Condo for sale,1475000.0,2,3,1397.0,"347 W 57th St Apt 29C","New York, NY ",New York,40.7681878,-73.9845086,"10019"
Brown Harris Stevens - 445 Park Avenue,Condo for sale,2400000.0,1,2,1427.0,"15 W 53rd St Unit 14G","Manhattan, NY ",New York,40.7613258,-73.9774014,"10019"
COMPASS,Townhouse for sale,14995000,5,2,6000.0,"184 E 75th St","Manhattan, NY ",United States,40.7719074,-73.9601359,"10021"
B Square Realty,House for sale,988000.0,4,4,2184.207862,"26-50 211th St","Bayside, NY ",United States,40.7736469,-73.777944,"11360"
EXP Realty,Co-op for sale,299999.0,1,1,850.0,"69-09 108th St Unit 312","Forest Hills, NY ",New York,40.7249599,-73.84549,"11375"
BESMATCH REAL ESTATE,Co-op for sale,120000.0,2,1,1100.0,"757 E 169th St Apt 2A","Bronx, NY ",New York,40.8310613,-73.8998364,"10456"
COMPASS,Condo for sale,1995000.0,3,2,1376.0,"128 W 26th St Fl 3","Manhattan, NY ",New York,40.7451522,-73.9927778,"10001"
Brown Harris Stevens,Townhouse for sale,1300000.0,3,2,2184.207862,"449 Convent Ave Unit Townhouse","Manhattan, NY ",United States,40.8274367,-73.9438954,"10031"
Douglas Elliman - 575 Madison Ave,Condo for sale,1400000.0,3,2,1625.0,"133 Beach 116th St # F","Queens, NY ",United States,40.5783596,-73.8365039,"11694"
Corcoran Park Slope,Condo for sale,1080000.0,1,2,941.0,"659 Putnam Ave # 1","Brooklyn, NY ",New York,40.685976,-73.9349974,"11221"
ATLANTIC PROPERTIES REALTY INC,House for sale,1175000.0,3,2,2184.207862,"3026 Brighton 7th St","Brooklyn, NY ",United States,40.5791234,-73.9613152,"11235"
Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,670000.0,1,1,2184.207862,"400 E 59th St Apt 16B","New York, NY ",New York,40.7593483,-73.9617192,"10022"
Prestige Homes Ny Inc,Land for sale,75000.0,3,2,2184.207862,"199th St","Saint Albans, NY ","11412",40.6942163,-73.7530902,"11412"
Realty Trends Corp,House for sale,1499000.0,5,4,3200.0,"64-16 Beach Front Rd","Arverne, NY ",United States,40.5883964,-73.7934995,"11692"
Katz Realty,House for sale,1200000.0,4,2,2173.0,"16 Monroe Pl","Staten Island, NY ",United States,40.5995725,-74.1264046,"10314"
Coldwell Banker Reliable Real Estate,Multi-family home for sale,3299000.0,5,3,2184.207862,"180 Clermont Ave","Brooklyn, NY ",United States,40.6923306,-73.9709219,"11205"
R New York,Multi-family home for sale,2500000.0,7,4,2660.0,"439 E 116th St","New York, NY ",United States,40.7956068,-73.9338581,"10029"
RE MAX Edge,House for sale,799000.0,3,2,2184.207862,"935 E 32nd St","Brooklyn, NY ",United States,40.6284586,-73.9450168,"11210"
Chase Real Properties Llc,House for sale,715000.0,4,2,1866.0,"405 Turneur Ave","Bronx, NY ",United States,40.8151628,-73.8462531,"10473"
Corcoran Westside Columbus,Condo for sale,925000.0,2,2,1033.0,"77 E 110th St Apt 6A","New York, NY ",New York,40.7958546,-73.9464985,"10029"
Community Home Sales Inc,Condo for sale,385000.0,2,1,919.0,"12205 Flatlands Ave Apt 3H","Brooklyn, NY ",New York,40.6543591,-73.8837899,"11207"
"Erealty Advisors, Inc",Multi-family home for sale,1799000.0,7,2,4140.0,"1746 Anthony Ave","Bronx, NY ",United States,40.8451935,-73.9036716,"10457"
"Nest Seekers International, Midtown",Condo for sale,585000.0,3,2,2184.207862,"45-30 Pearson St","Queens, NY ",United States,40.7453084,-73.9445819,"11101"
Ldm Real Estate Llc,Pending,1688000.0,4,3,2880.0,"1307 157th St","Whitestone, NY ",United States,40.7897224,-73.8045254,"11357"
Gibbs Yvonne,Co-op for sale,179000.0,1,1,600.0,"2913 Foster Ave Apt 2F","Brooklyn, NY ",New York,40.6387293,-73.9490472,"11210"
Apple Realty Group Corp,Co-op for sale,278500.0,2,1,2184.207862,"65-38 Booth St Unit 6E","Rego Park, NY ",New York,40.7267837,-73.8587799,"11374"
COMPASS,Condo for sale,2100000.0,3,3,1638.0,"235 E 55th St Unit 43AB","Manhattan, NY ",New York,40.7585686,-73.9669708,"10022"
Motivated Access Realty Corp.,Townhouse for sale,615000.0,3,2,1664.0,"3217 Radcliff Ave","Bronx, NY ",United States,40.872068,-73.8605942,"10469"
Dreamlife Realty New York Llc,Co-op for sale,323000.0,1,1,800.0,"2400 E 3rd St Apt 228","Brooklyn, NY ",New York,40.5911414,-73.9676771,"11223"
Douglas Elliman - Long Island City,Condo for sale,880000.0,1,1,713.0,"44-15 Purves St Unit 14B","Queens, NY ",United States,40.747145,-73.9408974,"11101"
BERKSHIRE HATHAWAY,Land for sale,675000.0,3,2,2184.207862,"34 Brighton 4th Walk","Brooklyn, NY ",United States,40.5802632,-73.9638613,"11235"
Corcoran Chelsea/Flatiron,Condo for sale,1500000.0,2,2,1334.0,"50 W 127th St # B","New York, NY ",United States,40.8084181,-73.9433027,"10027"
Corcoran West Side,Co-op for sale,425000.0,3,1,2184.207862,"150 E 61st St Apt 5K","New York, NY ",New York,40.7631119,-73.9668867,"10065"
Sotheby's International Realty - Downtown Manhattan,Co-op for sale,2175000.0,4,4,2184.207862,"132 E 35th St # 16GH","New York, NY ",New York,40.7468058,-73.9797483,"10016"
"Silversons Realty, LLC",Co-op for sale,1296000.0,2,2,1200.0,"515 E 79th St Apt 6A","New York, NY ",New York,40.7709564,-73.9487946,"10075"
Douglas Elliman  -111 Fifth Ave,Co-op for sale,3395000.0,4,3,3111.0,"129 W 70th St Unit 1","New York, NY ",New York,40.7763812,-73.9800135,"10023"
Bergen Basin Realty Llc,Co-op for sale,450000.0,2,1,1100.0,"2675 Ocean Ave Apt 3B","Brooklyn, NY ",New York,40.595967,-73.9504018,"11229"
ROCKAWAY PROPERTIES,Condo for sale,649000.0,3,2,1770.0,"103-06 Rockaway Beach Blvd Unit 3C","Rockaway Park, NY ",New York,40.5838274,-73.8243138,"11694"
Douglas Elliman - 140 Franklin,Pending,1295000.0,2,2,2000.0,"130 W 26th St Apt 3","New York, NY ",New York,40.7450475,-73.9923569,"10001"
Corcoran SoHo,Pending,1775000.0,2,2,2184.207862,"21 Monroe Pl Apt 3FL","Brooklyn, NY ",New York,40.6965907,-73.9926789,"11201"
Amerihomes Realty Of Ny Inc,Co-op for sale,265000.0,2,1,900.0,"2461 E 29th St Apt 3F","Brooklyn, NY ",New York,40.5920038,-73.9410354,"11235"
Douglas Elliman - 575 Madison Ave,Condo for sale,3595000.0,2,2,2184.207862,"15 W 61st St Apt 22B","New York, NY ",New York,40.7701937,-73.9829177,"10023"
Olam Realty Group,Pending,769000.0,2,2,2184.207862,"102-42 63rd Ave","Forest Hills, NY ",United States,40.7339071,-73.8535727,"11375"
Pantiga Group Inc.,Multi-family home for sale,1350000.0,9,3,3318.0,"307 E 162nd St","Bronx, NY ",United States,40.8262094,-73.9164423,"10451"
First Class Realty Enterprises,Multi-family home for sale,797777.0,4,2,2184.207862,"117-63 140th St","Jamaica, NY ",United States,40.6764388,-73.8008604,"11436"
COMPASS,Pending,4650000.0,6,2,4734.0,"168 Lafayette Ave","Brooklyn, NY ",United States,40.6875443,-73.9701737,"11238"
Douglas Elliman - Franklin Square,Pending,680000.0,4,2,1536.0,"135-30 94th St","Ozone Park, NY ",United States,40.6729488,-73.8425151,"11417"
Pin It Realty Llc,House for sale,549000.0,4,2,2184.207862,"10-18 Beach 22nd St","Far Rockaway, NY ",United States,40.6027057,-73.7548417,"11691"
Sotheby's International Realty - East Side Manhattan Brokerage,Pending,13650000,5,2,2184.207862,"164 E 70th St","New York, NY ",United States,40.7686449,-73.9625686,"10021"
REO FIRST CHOICE REALTY LLC,House for sale,749000.0,3,2,1400.0,"4593 Kings Hwy","Brooklyn, NY ",United States,40.6306818,-73.9325033,"11234"
RE MAX Real Estate Professionals,Co-op for sale,398000.0,3,1,900.0,"1953 65th St Apt 3A","Brooklyn, NY ",New York,40.617177,-73.986447,"11204"
EXP Realty,Condo for sale,680000.0,2,2,847.0,"90-20 55th Ave Unit 4A","Elmhurst, NY ",New York,40.7367106,-73.8722089,"11373"
COMPASS,Co-op for sale,499000.0,2,1,2184.207862,"34-47 82nd St Unit 1","Queens, NY ",New York,40.7537299,-73.88503,"11372"
Dwell Residential,Townhouse for sale,2250000.0,4,2,1360.0,"571 17th St","Brooklyn, NY ",United States,40.6568189,-73.9795706,"11218"
COMPASS,Pending,550000.0,3,2,1520.0,"9 Zoe St","Staten Island, NY ",United States,40.5878221,-74.097086,"10305"
COMPASS,Townhouse for sale,4995000.0,6,2,7868.0,"325 E 14th St","Manhattan, NY ",United States,40.7320958,-73.9837146,"10003"
Corcoran Park Slope,Pending,2650000.0,5,2,2500.0,"64 E 86th St # 10BA","New York, NY ",New York,40.7804508,-73.9582141,"10028"
Corcoran SoHo,House for sale,7188000.0,3,3,4108.0,"60 Warren St Fl 3","New York, NY ",New York,40.7150155,-74.0093372,"10007"
Avenues - Headquarters,Townhouse for sale,1500000.0,14,7,6375.0,"797 Fairmount Pl Unit Building","Bronx, NY ",United States,40.8426571,-73.8884167,"10460"
Keller Williams NYC,Co-op for sale,999000.0,1,1,2184.207862,"40 Prospect Park W Apt 3G","Brooklyn, NY ",New York,40.6698886,-73.9726587,"11215"
E Realty International Corp,Condo for sale,799000.0,2,2,868.0,"214-11 35th Ave Unit 3A","Bayside, NY ",New York,40.7696789,-73.772159,"11361"
Joseph Baratta & Company Realty,House for sale,629000.0,3,2,1575.0,"3312 Paulding Ave Unit A","Bronx, NY ",United States,40.8734881,-73.8582333,"10469"
Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,2850000.0,4,2,1725.0,"343 Prospect Ave","Brooklyn, NY ",United States,40.6622005,-73.9869853,"11215"
Crossings Realty,Co-op for sale,165000.0,3,1,400.0,"84-25 118 St Unit 3A","Kew Gardens, NY ",New York,40.7034174,-73.8331304,"11415"
Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2995000.0,3,4,2184.207862,"24 Central Park S # 3W","New York, NY ",New York,40.7703005,-73.9804715,"10019"
Douglas Elliman - 575 Madison Ave,Co-op for sale,2750000.0,2,2,2184.207862,"1 E 66th St Unit 2A","New York, NY ",New York,40.7687082,-73.9694439,"10065"
COMPASS,Co-op for sale,1395000.0,2,2,2184.207862,"45 E 72nd St Apt 8B","Manhattan, NY ",New York,40.7716485,-73.9646206,"10021"
"BEN BAY REALTY, CO.",Pending,599000.0,3,3,1392.0,"245 Doane Ave","Staten Island, NY ",United States,40.5556599,-74.1550879,"10308"
Crifasi Real Estate Inc,Multi-family home for sale,1049000.0,6,2,2184.207862,"75-21 67th Rd","Middle Village, NY ",United States,40.7124648,-73.8767192,"11379"
Corcoran East Side,Condo for sale,4250000.0,2,2,1778.0,"15 Hudson Yards Apt 34A","New York, NY ",New York,40.7537586,-74.003221,"10001"
Corcoran Chelsea/Flatiron,Co-op for sale,925000.0,3,2,1700.0,"205 E 63rd St Apt 6B","New York, NY ",New York,40.7640501,-73.964336,"10065"
MNS,Condo for sale,1695000.0,2,2,1035.0,"526 Union Ave Ph 1","Brooklyn, NY ",New York,40.7163702,-73.9515728,"11211"
Corcoran Williamsburg Bedford,House for sale,5500000.0,8,6,9000.0,"5041 Goodridge Ave","Bronx, NY ",United States,40.8985084,-73.902753,"10471"
B Square Realty,House for sale,899000.0,4,2,2184.207862,"36-34 Clearview Expy","Bayside, NY ",United States,40.7646585,-73.780903,"11361"
TALK OF THE TOWN REALTY C,House for sale,699000.0,3,2,2350.0,"2138 Coleman St","Brooklyn, NY ",United States,40.6095856,-73.9253159,"11234"
The Agency,Condo for sale,27750000,7,8,8139.0,"551 W 21st St Unit 15AB","New York, NY ",New York,40.7474926,-74.0072666,"10011"
RE MAX City Square,Multi-family home for sale,1995000.0,3,4,2184.207862,"5100 Surf Ave","Brooklyn, NY ",United States,40.579667,-74.009975,"11224"
